id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating
22551920,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,66327125,Liduo,,West End,49.28525,-123.13404,private room,75.0,30,73,2023-11-24,1.07,10,153,3,23-156521,4.75
22569894,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,88510289,Mary,,Downtown,49.27911,-123.11714,entire home/apt,199.0,3,0,,,1,0,0,20-160891,4.799709437963944
22573163,Guest suite in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 2 baths,87417832,Alex,,Hastings-Sunrise,49.29075,-123.04071,entire home/apt,133.0,2,23,2022-11-06,0.32,2,66,0,23-156437,4.96
22587726,Rental unit in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,37629287,Courtney,,Mount Pleasant,49.26578,-123.09339,entire home/apt,,2,47,2019-10-20,0.65,1,0,0,19-163857,4.89
22618949,Home in Vancouver · ★4.90 · 3 bedrooms · 5 beds · 2 baths,161189427,Jonathan,,Kensington-Cedar Cottage,49.25133,-123.06182,entire home/apt,,10,21,2023-08-24,0.32,1,0,2,22-156131,4.9
22631875,Guest suite in Vancouver · ★4.11 · 2 bedrooms · 4 beds · 1 bath,166495187,Sushi,,Kensington-Cedar Cottage,49.23591,-123.07813,entire home/apt,,2,36,2019-01-02,0.51,1,0,0,18-580983,4.11
22654289,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 private bath,42068304,Adrian And Mary,,Kensington-Cedar Cottage,49.25852,-123.0697,private room,57.0,30,26,2023-12-01,0.37,2,29,5,Exempt,5.0
22659767,Condo in Vancouver · ★4.61 · 1 bedroom · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.26182,-123.12821,entire home/apt,100.0,30,18,2023-10-18,0.27,30,261,3,,4.61
22659967,Condo in Vancouver · ★4.33 · 1 bedroom · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.26146,-123.12623,entire home/apt,105.0,30,15,2023-07-15,0.21,30,181,2,,4.33
22660264,Home in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,42068304,Adrian And Mary,,Kensington-Cedar Cottage,49.2603,-123.07149,entire home/apt,67.0,30,31,2023-11-30,0.44,2,30,4,Exempt,4.9
22692270,Rental unit in Vancouver · ★4.36 · 2 bedrooms · 2 beds · 1 bath,107846148,Bob,,Downtown,49.27268,-123.12848,entire home/apt,176.0,30,36,2023-10-31,0.51,1,153,3,,4.36
22696589,Home in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 private bath,2021485,Geoffrey,,Downtown Eastside,49.27759,-123.08576,private room,110.0,3,125,2023-11-25,1.77,2,127,28,23-156542,4.98
22698900,Guest suite in Vancouver · ★4.85 · Studio · 1 bed · 1 bath,167367691,Graham And Caron,,West Point Grey,49.26226,-123.20874,entire home/apt,128.0,5,141,2023-12-12,1.97,1,275,21,23-156349,4.85
22700703,Home in Vancouver · 2 bedrooms · 2 beds · 1 bath,79337,Saligooli,,Riley Park,49.24757,-123.10317,entire home/apt,,365,0,,,1,0,0,,4.799709437963944
22702051,Condo in Vancouver · 2 bedrooms · 3 beds · 1 bath,11207116,Moe,,West End,49.28427,-123.12747,entire home/apt,129.0,30,0,,,6,89,0,,4.799709437963944
22702574,Home in Vancouver · ★5.0 · 3 bedrooms · 3 beds · 2 baths,7960711,Darcy,,Mount Pleasant,49.26175,-123.08837,entire home/apt,,2,13,2023-08-07,0.19,1,0,3,19-214453,5.0
22713698,Home in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,1530291,Erin,,Hastings-Sunrise,49.2839,-123.04736,entire home/apt,,3,5,2018-08-26,0.08,1,0,0,18-607917,5.0
22718778,Guest suite in Vancouver · ★4.89 · 2 bedrooms · 2 beds · 1 bath,21833993,Francesco,,Kensington-Cedar Cottage,49.2531,-123.08731,entire home/apt,99.0,4,76,2021-06-01,1.07,1,0,0,22-156257,4.89
22729409,Rental unit in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 private bath,167761489,Diana,,Fairview,49.26172,-123.13058,private room,98.0,2,197,2023-11-21,2.76,1,0,24,22-155972,4.84
22735501,Condo in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 private bath,33331559,Jayden,,Mount Pleasant,49.27265,-123.10265,private room,,2,112,2020-03-12,1.58,1,0,0,18-551288,4.93
22754630,Condo in Vancouver · ★4.42 · 1 bedroom · 1 bed · 1 bath,2447132,Young,,Mount Pleasant,49.261452,-123.098,entire home/apt,145.0,1,158,2023-11-27,2.22,1,339,20,23-177900,4.42
22817433,Rental unit in Vancouver · ★4.55 · 2 bedrooms · 4 beds · 2 baths,168648735,Linda,,Downtown,49.27189,-123.12569,entire home/apt,,3,44,2018-12-11,0.62,1,0,0,18-588190,4.55
22850980,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,3423113,Jade & Brandy,,Kensington-Cedar Cottage,49.24684,-123.08154,entire home/apt,80.0,2,196,2023-12-10,2.75,1,25,34,23-156354,4.92
22851367,Rental unit in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,18695187,Amanda,,Downtown Eastside,49.27714,-123.09881,entire home/apt,,10,12,2019-08-18,0.17,1,0,0,19-161584,5.0
22903375,Condo in Vancouver · ★4.56 · 2 bedrooms · 2 beds · 2 baths,139891966,Ishtar,,Fairview,49.26017,-123.12838,entire home/apt,120.0,30,9,2023-10-23,0.13,30,236,1,,4.56
22904512,Home in Vancouver · ★4.72 · 1 bedroom · 2 beds · 1 bath,143411524,Jenn,,Victoria-Fraserview,49.22451,-123.0597,entire home/apt,,1,117,2023-01-01,1.65,1,0,1,20-160505,4.72
22905570,Condo in Vancouver · ★4.64 · 1 bedroom · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.26204,-123.12803,entire home/apt,100.0,30,11,2023-08-13,0.16,30,290,3,,4.64
22925127,Townhouse in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 1 bath,156345633,Jane,,Kitsilano,49.27401,-123.14656,entire home/apt,175.0,3,281,2023-11-24,3.99,1,138,51,22-156330,4.94
22943194,Condo in Vancouver · ★4.71 · 1 bedroom · 3 beds · 1 bath,7737189,Arnel,,Downtown,49.28021,-123.12512,entire home/apt,132.0,1,403,2023-11-24,5.73,1,0,74,23-157522,4.71
22973593,Home in Vancouver · 3 bedrooms · 4 beds · 1 bath,26872236,Stephanie,,Hastings-Sunrise,49.27646,-123.04581,entire home/apt,,7,2,2018-08-26,0.03,1,0,0,19-162112,4.799709437963944
23002913,Home in Vancouver · ★4.48 · 3 bedrooms · 3 beds · 1.5 baths,170626910,Robert,,Marpole,49.20875,-123.11862,entire home/apt,175.0,2,154,2023-11-26,2.24,2,0,35,22-155917,4.48
23003777,Guest suite in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 1 bath,10855631,Kristin Nicole,,West Point Grey,49.25962,-123.18928,entire home/apt,125.0,30,36,2023-07-20,0.51,1,325,2,19-262946,4.83
23020307,Guesthouse in Vancouver · ★4.90 · Studio · 1 bed · 1 bath,55306955,Marie,,South Cambie,49.25403,-123.11908,entire home/apt,,2,41,2020-06-30,0.59,1,0,0,#19-230581,4.9
23056643,Home in Vancouver · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,171137039,Van,,Renfrew-Collingwood,49.25229,-123.0525,private room,,1,33,2023-08-25,0.47,3,0,13,19-163438,4.73
23062160,Home in Vancouver · ★4.67 · 4 bedrooms · 8 beds · 2 baths,89155127,Alfonso,,Arbutus Ridge,49.24287,-123.1536,entire home/apt,,3,3,2018-07-28,0.05,1,0,0,19-160976,4.67
23065393,Home in Vancouver · ★4.80 · 1 bedroom · 1 bed · 2 baths,6609569,Jude,,Mount Pleasant,49.266361236572266,-123.11125946044922,private room,154.0,2,64,2023-11-14,0.91,3,351,25,18-549495,4.8
23078420,Home in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,171137039,Van,,Renfrew-Collingwood,49.25162,-123.05272,private room,,1,15,2023-04-09,0.21,3,0,2,19-163438,4.8
23111130,Rental unit in Vancouver · ★4.87 · 1 bedroom · 3 beds · 1 bath,225163010,Vivi,,Downtown,49.27906,-123.12552,entire home/apt,399.0,2,107,2023-05-02,1.5,6,179,2,22-157254,4.87
23121835,Home in Vancouver · ★4.83 · 2 bedrooms · 3 beds · 1 bath,150034915,Gan,,Shaughnessy,49.24853,-123.13645,entire home/apt,215.0,1,75,2023-11-28,1.15,2,325,25,22-156045,4.83
23125839,Townhouse in Vancouver · ★4.67 · 3 bedrooms · 4 beds · 2 baths,158784480,Hilary,,Kitsilano,49.26965,-123.18132,entire home/apt,485.0,7,3,2022-08-06,0.05,1,0,0,22-156232,4.67
23125977,Rental unit in Vancouver · ★4.94 · 1 bedroom · 2 beds · 1 bath,9908218,Diana,,Downtown,49.27962,-123.12405,entire home/apt,200.0,3,222,2023-11-13,3.28,1,0,43,21-156503,4.94
23126012,Home in Vancouver · ★4.74 · 4 bedrooms · 4 beds · 2.5 baths,171177180,Sunny,,Victoria-Fraserview,49.2316,-123.0628,entire home/apt,185.0,2,159,2023-11-06,2.32,1,74,12,23-224228,4.74
23144970,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,66327125,Liduo,,West End,49.28572,-123.13395,private room,65.0,30,76,2023-08-31,1.08,10,159,4,19-162160,4.72
23161454,Home in Vancouver · ★4.97 · 3 bedrooms · 3 beds · 2 baths,169703765,Sam,,Kitsilano,49.27446,-123.15086,entire home/apt,949.0,4,87,2023-08-19,1.24,1,120,10,22-155902,4.97
23172118,Condo in Vancouver · ★4.65 · 1 bedroom · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.26001,-123.12607,entire home/apt,100.0,30,20,2023-08-30,0.28,30,262,4,,4.65
23188025,Guesthouse in Vancouver · ★4.25 · 1 bedroom · 1 bed · 3 shared baths,148424292,Lorraine,,Downtown,49.28146,-123.11406,private room,139.0,1,8,2018-10-23,0.12,6,0,0,23-143223,4.25
23205966,Serviced apartment in Vancouver · ★5.0 · Studio · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27433,-123.1261,entire home/apt,240.0,30,6,2023-09-13,0.1,41,341,4,,5.0
23218832,Home in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 private bath,172702853,Winnie,,Marpole,49.21007,-123.12755,private room,,1,141,2020-02-24,2.0,1,0,0,20-160102,4.87
23231348,Condo in Vancouver · ★4.87 · 1 bedroom · 1 bed · 1 bath,128542902,Emma,,West End,49.2827,-123.13875,entire home/apt,,2,15,2019-09-29,0.22,1,0,0,19-162885,4.87
23237255,Home in Vancouver · ★4.87 · 1 bedroom · 2 beds · 1 private bath,129656102,Dena,,Shaughnessy,49.24699,-123.1379,private room,114.0,1,61,2023-12-02,0.9,3,333,32,22-156045,4.87
23241231,Rental unit in Vancouver · ★4.94 · 2 bedrooms · 2 beds · 1 bath,171149303,Blake,,West End,49.28573,-123.12514,entire home/apt,190.0,30,64,2023-10-16,0.91,2,135,8,20-160878,4.94
23274503,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,46030026,Ken,,Downtown,49.27732,-123.12063,entire home/apt,199.0,90,9,2020-03-31,0.13,1,213,0,,5.0
23305871,Guest suite in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,63276804,Caroline,,Riley Park,49.24639,-123.10578,entire home/apt,90.0,30,7,2022-08-26,0.1,1,221,0,18-499324,5.0
23310375,Rental unit in Vancouver · ★4.64 · 2 bedrooms · 2 beds · 1 bath,62202823,Jenny,,Grandview-Woodland,49.26288,-123.06293,entire home/apt,,5,25,2019-09-09,0.35,1,0,0,20-159923,4.64
23340054,Condo in Vancouver · ★4.91 · Studio · 1 bed · 1 bath,24203518,Carlton,,Downtown,49.27657,-123.12347,entire home/apt,125.0,30,23,2023-11-06,0.35,2,297,6,Exempt,4.91
23370526,Guest suite in Vancouver · ★4.96 · 2 bedrooms · 2 beds · 1 bath,174186433,Noah,,Kitsilano,49.260679888094806,-123.1664723587952,entire home/apt,185.0,3,28,2023-12-08,4.47,1,234,28,23-211827,4.96
23393580,Loft in Vancouver · ★4.98 · 1 bedroom · 1 bed · 2 baths,988874,Andrew,,Mount Pleasant,49.26878,-123.10078,entire home/apt,,2,57,2021-07-26,0.81,1,0,0,21-156440,4.98
23413748,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 shared bath,7084377,Bijan,,Grandview-Woodland,49.27919,-123.06538,private room,,30,0,,,1,0,0,,4.799709437963944
23432805,Condo in Vancouver · ★4.81 · 2 bedrooms · 2 beds · 2 baths,20178457,Pantha,,Mount Pleasant,49.26895,-123.1083,entire home/apt,500.0,30,26,2020-03-08,0.43,1,153,0,19-163901,4.81
23436663,Rental unit in Vancouver · ★4.65 · 2 bedrooms · 2 beds · 1 bath,174816465,"Vesta, Warren And Iain",,Dunbar Southlands,49.24178,-123.17688,entire home/apt,,1,51,2018-09-26,0.73,1,0,0,18-592409,4.65
23467327,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,74038344,Andre,,Shaughnessy,49.25755,-123.13586,entire home/apt,97.0,30,6,2023-07-08,0.24,1,13,2,,5.0
23481782,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,126456251,Terri,,Riley Park,49.24032,-123.10135,private room,70.0,30,23,2023-12-01,0.34,6,73,6,23-156290,5.0
23482505,Rental unit in Vancouver · ★4.63 · 1 bedroom · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.25985,-123.12793,entire home/apt,100.0,30,16,2023-12-01,0.24,30,275,4,,4.63
23482800,Rental unit in Vancouver · ★4.57 · 2 bedrooms · 2 beds · 2 baths,139891966,Ishtar,,Fairview,49.26146,-123.12646,entire home/apt,125.0,30,14,2023-07-04,0.21,30,80,3,,4.57
23485127,Guest suite in Vancouver · ★4.92 · 2 bedrooms · 2 beds · 1 bath,121580936,Sarah,,Kitsilano,49.26746,-123.18358,entire home/apt,250.0,2,91,2023-11-25,1.4,1,71,20,23-158163,4.92
23487994,Guest suite in Vancouver · ★4.97 · 1 bedroom · 2 beds · 1 bath,61804583,Keith,,Shaughnessy,49.23871,-123.1462,entire home/apt,92.0,1,362,2023-12-03,5.28,3,0,61,23-156319,4.97
23502564,Home in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 1.5 baths,1275057,Taryn,,Downtown Eastside,49.27985,-123.08039,entire home/apt,185.0,4,124,2023-12-04,1.76,1,280,21,23-156308,4.86
23507938,Bungalow in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 1 bath,12305815,Avi,,Riley Park,49.24922,-123.10643,entire home/apt,160.0,5,52,2023-10-22,0.78,1,99,15,23-156708,5.0
23519364,Condo in Vancouver · ★4.92 · 1 bedroom · 2 beds · 1.5 baths,6705291,Tuba,,Downtown,49.28082,-123.10843,entire home/apt,,2,48,2019-10-25,0.71,1,0,0,19-161671,4.92
23527106,Condo in Vancouver · ★4.81 · 2 bedrooms · 2 beds · 2 baths,6005855,Peter,,Strathcona,49.27341,-123.09975,entire home/apt,,3,21,2023-10-09,0.3,1,0,6,23-156364,4.81
23528634,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,66327125,Liduo,,West End,49.28642,-123.1341,private room,70.0,30,61,2023-08-12,0.87,10,179,5,19-162160,4.72
23546911,Rental unit in Vancouver · ★4.99 · 2 bedrooms · 2 beds · 1.5 baths,19059944,Kieran,,West End,49.28402,-123.12917,entire home/apt,250.0,100,112,2022-10-01,1.66,7,365,0,,4.99
23547808,Home in Vancouver · ★4.75 · 4 bedrooms · 4 beds · 2 baths,2344259,Alicia,,Grandview-Woodland,49.27071,-123.06682,entire home/apt,400.0,2,16,2023-08-08,0.24,1,162,7,23-156494,4.75
23559355,Serviced apartment in Vancouver · ★4.89 · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27384567260742,-123.12692260742188,entire home/apt,250.0,30,9,2023-08-24,0.17,41,274,4,,4.89
23563987,Rental unit in Vancouver · ★4.85 · 1 bedroom · 2 beds · 1 bath,135886351,G,,West End,49.28464672849994,-123.14188066372996,entire home/apt,,7,39,2023-06-30,0.56,1,0,5,22-171359,4.85
23576621,Condo in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,54919108,Trish,,Mount Pleasant,49.26986,-123.10616,entire home/apt,150.0,30,12,2023-12-07,0.18,1,11,5,23-176210,5.0
23578800,Serviced apartment in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27384567260742,-123.12692260742188,entire home/apt,250.0,30,6,2023-08-29,0.09,41,342,3,,5.0
23583730,Home in Vancouver · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,103324604,Angela,,Riley Park,49.2336,-123.10971,private room,,2,8,2019-02-04,0.12,1,0,0,19-179739,4.63
23593694,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,8755051,Adina,,Grandview-Woodland,49.28936,-123.0583,entire home/apt,140.0,30,0,,,1,180,0,,4.799709437963944
23615592,Serviced apartment in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27502,-123.12715,entire home/apt,270.0,30,4,2023-07-10,0.06,41,342,2,,5.0
23615744,Serviced apartment in Vancouver · ★5.0 · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27384567260742,-123.12692260742188,entire home/apt,270.0,30,3,2023-07-31,0.19,41,256,1,,5.0
23615892,Serviced apartment in Vancouver · 1 bedroom · 2 beds · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27384567260742,-123.12692260742188,entire home/apt,270.0,30,2,2022-09-01,0.04,41,256,0,,4.799709437963944
23616175,Serviced apartment in Vancouver · 2 bedrooms · 3 beds · 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,49.27384567260742,-123.12692260742188,entire home/apt,395.0,31,1,2021-09-19,0.04,41,332,0,,4.799709437963944
23631177,Rental unit in Vancouver · ★4.77 · 1 bedroom · 1 bed · 2 baths,95217850,Mauricio,,Downtown,49.27539,-123.13316,entire home/apt,135.0,5,114,2023-10-29,1.66,42,89,21,#23-157177,4.77
23667593,Home in Vancouver · ★4.94 · 4 bedrooms · 5 beds · 4 baths,3494649,Kendra & Trevor,,Hastings-Sunrise,49.27574,-123.03745,entire home/apt,599.0,3,66,2023-10-23,0.95,1,317,17,22-157243,4.94
23672204,Home in Vancouver · ★4.71 · 2 bedrooms · 2 beds · 1 bath,52836108,Jk,,Killarney,49.22509,-123.03591,entire home/apt,,1,112,2019-10-20,1.6,1,0,0,20-159964,4.71
23769826,Rental unit in Vancouver · ★4.81 · 1 bedroom · 2 beds · 1 bath,167708643,Allison,,Mount Pleasant,49.27024,-123.10181,entire home/apt,129.0,30,52,2023-01-15,0.74,1,0,1,,4.81
23771188,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,31304279,Monica,,Downtown,49.28389,-123.11562,entire home/apt,160.0,30,0,,,2,365,0,,4.799709437963944
23773053,Loft in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,178348855,Paul,,Downtown Eastside,49.2833,-123.10495,entire home/apt,150.0,60,27,2022-12-30,0.39,1,71,1,,4.89
23800634,Rental unit in Vancouver · ★4.71 · 2 bedrooms · 2 beds · 1 bath,176226893,Anita,,Kerrisdale,49.2324,-123.15844,entire home/apt,225.0,3,66,2023-10-22,0.96,1,329,10,21-156375,4.71
23816739,Home in Vancouver · 1 bedroom · 1 bed · 1 shared bath,178767690,Levy,,Riley Park,49.23498,-123.09053,private room,,1,2,2018-09-28,0.03,2,0,0,19-163539,4.799709437963944
23822741,Home in Vancouver · ★4.69 · 1 bedroom · 1 bed · 1 private bath,66327125,Liduo,,West End,49.28518,-123.13326,private room,68.0,30,54,2023-05-08,0.79,10,147,3,19-162160,4.69
23862530,Home in Vancouver · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,134433899,Erica,,Kensington-Cedar Cottage,49.24988,-123.0721,entire home/apt,300.0,5,7,2023-07-28,0.11,1,16,3,21-156564,5.0
23885617,Condo in Vancouver · ★4.90 · 1 bedroom · 2 beds · 1 bath,9085924,Gerry,,Mount Pleasant,49.26873,-123.10876,entire home/apt,55.0,31,133,2023-11-24,1.91,1,91,5,21-163602,4.9
23902297,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,138741347,Neal,,South Cambie,49.2546,-123.12656,private room,30.0,30,1,2023-06-06,0.16,2,315,1,,4.799709437963944
23916822,Home in Vancouver · ★4.84 · 3 bedrooms · 3 beds · 2.5 baths,159019037,Evonne,,Kitsilano,49.26652,-123.18185,entire home/apt,170.0,7,55,2023-11-27,0.83,1,224,30,23-158262,4.84
23949937,Home in Vancouver · ★4.33 · 1 bedroom · 2 beds · 1 private bath,179895629,Kara,,Shaughnessy,49.23802,-123.12828,private room,,1,75,2019-09-20,1.08,1,0,0,18-551880,4.33
23976574,Condo in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1 bath,83930545,Sara,,Mount Pleasant,49.26844,-123.109,entire home/apt,125.0,30,42,2023-04-13,0.62,2,153,2,21-105100,4.88
23976814,Condo in Vancouver · ★4.55 · 1 bedroom · 1 bed · 1 bath,83930545,Sara,,Mount Pleasant,49.27079,-123.10741,entire home/apt,105.0,30,80,2023-08-08,1.17,2,62,3,21-105100,4.55
23981929,Home in Vancouver · ★4.91 · 3 bedrooms · 3 beds · 2 baths,40061935,David,,Kitsilano,49.26513,-123.16712,entire home/apt,,2,250,2023-08-01,3.75,2,0,57,22-199685,4.91
23991651,Townhouse in Vancouver · ★5.0 · 2 bedrooms · 4 beds · 1 bath,53967300,Carlos,,Kitsilano,49.26417,-123.16089,entire home/apt,366.0,8,12,2023-07-28,0.18,1,84,3,18-569987,5.0
24024651,Home in Vancouver · ★4.63 · 2 bedrooms · 2 beds · 1 bath,129513006,Ivy,,Oakridge,49.22203,-123.11669,entire home/apt,,2,35,2019-12-29,0.5,2,0,0,20160053,4.63
24066686,Condo in Vancouver · ★4.64 · 2 bedrooms · 2 beds · 1.5 baths,139891966,Ishtar,,Fairview,49.26163,-123.12808,entire home/apt,115.0,30,11,2023-06-25,0.17,30,338,2,,4.64
24066913,Condo in Vancouver · ★4.33 · Studio · 1 bed · 1 bath,139891966,Ishtar,,Fairview,49.26158,-123.12615,entire home/apt,100.0,30,6,2022-11-11,0.11,30,243,0,,4.33
24088415,Home in Vancouver · ★4.66 · 2 bedrooms · 2 beds · 1.5 baths,129513006,Ivy,,Oakridge,49.22481,-123.11777,entire home/apt,,2,47,2020-03-22,0.68,2,0,0,20160053,4.66
24119846,Rental unit in Vancouver · ★4.73 · 1 bedroom · 1 bed · 2 baths,107176582,Lyn,,Kitsilano,49.2733,-123.15572,private room,97.0,30,15,2023-09-24,0.23,1,313,3,,4.73
24133046,Condo in Vancouver · ★4.78 · 1 bedroom · 2 beds · 1 bath,115868438,Heidi,,Downtown Eastside,49.28244,-123.08245,entire home/apt,,2,77,2023-09-12,2.72,1,0,30,23-157450,4.78
24134940,Home in Vancouver · ★4.63 · 3 bedrooms · 4 beds · 1.5 baths,25473957,Glencora,,Riley Park,49.24891,-123.09959,entire home/apt,460.0,4,42,2023-07-27,0.62,1,166,2,23-156326,4.63
24140085,Home in Vancouver · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,18767885,Shauna,,Grandview-Woodland,49.28032,-123.05944,entire home/apt,400.0,5,7,2023-07-03,0.11,1,0,2,,5.0
24160835,Rental unit in Vancouver · ★5.0 · Studio · 1 bed · 1 bath,182069543,Iryna,,Downtown,49.2778,-123.12404,entire home/apt,99.0,30,30,2023-10-02,0.44,1,61,7,,5.0
24167131,Condo in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 2 baths,102554136,Bonnie,,West End,49.2867,-123.12599,entire home/apt,142.0,31,12,2022-12-10,0.19,3,259,0,,4.83
24183385,Home in Vancouver · ★4.97 · 5 bedrooms · 5 beds · 4.5 baths,182271089,Julia,,Riley Park,49.2343,-123.10811,entire home/apt,995.0,30,64,2023-09-25,0.95,2,130,10,,4.97
24183433,Rental unit in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 2 baths,146473423,Shab,,Downtown,49.28861,-123.12006,entire home/apt,320.0,6,21,2023-10-09,0.32,1,32,8,,4.95
24185448,Loft in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,20476536,Catherine,,Kitsilano,49.26837,-123.15531,entire home/apt,100.0,30,24,2023-06-24,0.35,1,121,1,18-559212,4.96
24250201,Rental unit in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,95217850,Mauricio,,Downtown,49.28327,-123.11642,entire home/apt,96.0,30,8,2023-01-21,0.12,42,180,1,,4.75
24253909,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1.5 baths,180824391,Andrea,,Dunbar Southlands,49.25533,-123.18469,private room,120.0,2,91,2023-09-23,1.33,1,180,12,23-156361,4.76
24265852,Home in Vancouver · ★4.89 · 3 bedrooms · 2 beds · 1 private bath,182976380,Lisa,,Dunbar Southlands,49.24308,-123.17209,private room,141.0,1,9,2023-06-29,0.13,3,185,2,18-567354,4.89
24290071,Home in Vancouver · ★4.91 · 3 bedrooms · 4 beds · 2.5 baths,23464543,Amanda,,Mount Pleasant,49.26175,-123.09172,entire home/apt,,1,139,2023-09-01,2.03,1,0,26,23-217867,4.91
24310129,Home in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 private bath,59846096,Sarah,,Riley Park,49.24531,-123.09538,private room,115.0,3,184,2023-11-26,2.68,1,82,18,23-156531,4.94
24313445,Home in Vancouver · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,26230655,Willem,,Downtown Eastside,49.276779,-123.091438,private room,59.0,1,380,2023-11-25,5.51,2,39,82,24-158356,4.81
24328404,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,75669015,Peter,,Downtown,49.27955,-123.12056,entire home/apt,,31,0,,,1,0,0,,4.799709437963944
24337332,Guest suite in Vancouver · ★4.96 · 1 bedroom · 1 bed · 1 bath,20517828,John,,Kitsilano,49.26242,-123.17828,entire home/apt,90.0,5,25,2021-08-08,0.37,2,80,0,22-156564,4.96
24358269,Home in Vancouver · ★4.73 · 2 bedrooms · 2 beds · 1 bath,58189935,Marina,,Killarney,49.23098,-123.03564,entire home/apt,115.0,1,122,2023-10-23,1.79,2,322,25,23-156399,4.73
24372539,Condo in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,156808817,Persia,,Downtown,49.28614,-123.12327,entire home/apt,134.0,1,317,2023-11-23,4.62,1,0,58,23-156360,4.86
24377235,Rental unit in Vancouver · ★4.75 · 2 bedrooms · 1 bed · 1 private bath,5824910,Solar,,Downtown,49.27502,-123.12303,private room,92.0,21,16,2018-10-14,0.23,2,336,0,18561738,4.75
24379068,Home in Vancouver · ★4.89 · 2 bedrooms · 2 beds · 1 bath,183998473,Scott,,Riley Park,49.24895,-123.09842,entire home/apt,404.0,2,63,2023-08-30,0.95,1,220,13,23-221538,4.89
24379576,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,182951403,Gen,,Downtown,49.27914,-123.12078,entire home/apt,243.0,4,100,2023-10-29,1.46,1,106,21,23-156275,4.86
