id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,rating
13188,Rental unit in Vancouver · ★4.84 · Studio · 2 beds · 1 bath,51466,Ian And Emma,,Riley Park,49.24773,-123.10509,entire home/apt,150.0,2,283,2023-11-28,1.68,1,0,30,23-156488,4.84
13221,Rental unit in Vancouver · ★4.73 · 1 bedroom · 2 beds · 1 bath,51634,Amanda,,Riley Park,49.25489,-123.09708,entire home/apt,120.0,31,15,2017-12-19,0.15,1,363,0,,4.73
13358,Condo in Vancouver · ★4.68 · 1 bedroom · 1 bed · 1 bath,52116,Lynn,,Downtown,49.28117370605469,-123.1259307861328,entire home/apt,165.0,1,493,2023-12-11,3.0,1,0,55,22-311727,4.68
13490,Rental unit in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 bath,52467,Iris,,Kensington-Cedar Cottage,49.25622,-123.06607,entire home/apt,150.0,30,101,2023-11-16,0.66,1,92,5,,4.93
14267,Home in Vancouver · ★4.76 · 1 bedroom · 2 beds · 1 bath,56030,Peter & Alison,,Kensington-Cedar Cottage,49.24922,-123.08139,entire home/apt,150.0,3,33,2021-07-14,0.21,1,17,0,21-156500,4.76
16254,Guest suite in Vancouver · ★4.57 · 2 bedrooms · 3 beds · 1 bath,63238,Jason,,Hastings-Sunrise,49.27721,-123.04086,entire home/apt,800.0,5,7,2022-07-30,0.11,1,0,0,,4.57
16611,Home in Vancouver · ★4.0 · 3 bedrooms · 4 beds · 1 bath,58512,Q,,Grandview-Woodland,49.26339,-123.07145,entire home/apt,100.0,365,3,2018-02-16,0.04,5,89,0,,4.0
17765,Rental unit in Vancouver · ★4.60 · 1 bedroom · 1 bed · 1 bath,68672,James,,Mount Pleasant,49.26132,-123.10845,entire home/apt,,5,203,2021-10-01,1.49,1,0,0,21-156705,4.6
18024,Home in Vancouver · 3 bedrooms · 3 beds · 1 private bath,69472,Raine,,Kensington-Cedar Cottage,49.24781,-123.07241,private room,,30,0,,,1,0,0,,4.799709437963944
18270,Condo in Vancouver · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,70437,Ran,,Mount Pleasant,49.26557,-123.096,private room,51.0,30,118,2019-12-31,0.76,1,234,0,,4.54
18589,Home in Vancouver · ★4.98 · 1 bedroom · 1 bed · 1 private bath,71508,Sylvain & Alexis,,Grandview-Woodland,49.27569,-123.07057,private room,99.0,1,514,2023-12-09,3.37,1,0,59,23-156346,4.98
18795,Home in Vancouver · ★4.56 · 1 bedroom · 1 bed · 1 private bath,70137,Kai,,West End,49.28299,-123.13008,private room,75.0,30,131,2023-06-01,0.85,4,339,3,18-573700,4.56
19621,Rental unit in Vancouver · 2 bedrooms · 2 beds · 2 baths,74380,Shirin,,Downtown,49.27323,-123.12032,entire home/apt,250.0,30,2,2022-07-25,0.11,2,130,0,,4.799709437963944
20085,Guest suite in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 1 bath,75986,Tony And Rachel,,Kensington-Cedar Cottage,49.25636,-123.08636,entire home/apt,99.0,30,78,2023-06-01,0.46,1,357,2,,4.8
21912,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,83871,Adam,,Renfrew-Collingwood,49.23361,-123.05283,private room,70.0,30,398,2023-11-14,2.63,4,137,24,23-156649,4.72
21913,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 bath,83871,Adam,,Renfrew-Collingwood,49.23442,-123.05307,entire home/apt,72.0,30,233,2023-11-01,1.58,4,135,10,22-156397,4.75
24273,Rental unit in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 1 bath,1267409,Julia,,Kitsilano,49.26216,-123.1715,entire home/apt,150.0,30,17,2023-11-05,0.13,2,242,1,20-175617,5.0
26047,Condo in Vancouver · ★4.75 · 1 bedroom · 2 beds · 1 bath,109845,Alicia,,Downtown,49.28086,-123.12375,entire home/apt,169.0,30,44,2023-11-18,0.29,4,97,5,,4.75
33150,Rental unit in Vancouver · ★4.97 · 1 bedroom · 2 beds · 1 bath,143724,Ili,,Riley Park,49.24677,-123.1048,entire home/apt,125.0,4,129,2023-11-25,0.84,1,299,32,23-156845,4.97
35304,Home in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1 bath,151996,Howie And Lisa,,Grandview-Woodland,49.2729,-123.06973,entire home/apt,99.0,3,586,2023-12-10,3.61,1,279,62,23-156312,4.76
42645,Condo in Vancouver · ★4.79 · 1 bedroom · 2 beds · 1 bath,109845,Alicia,,Downtown,49.28036,-123.1234,entire home/apt,169.0,30,33,2022-08-21,0.2,4,151,0,,4.79
49736,Condo in Vancouver · ★4.89 · Studio · 1 bed · 1 bath,227101,Sarah,,Kitsilano,49.26778,-123.14674,entire home/apt,,31,9,2016-08-22,0.06,1,0,0,,4.89
70453,Home in Vancouver · ★4.95 · 2 bedrooms · 2 beds · 1.5 baths,56709,Samantha Jo,,Downtown Eastside,49.27836,-123.08716,entire home/apt,391.0,3,37,2023-09-05,0.36,3,4,6,19-162091,4.95
73841,Rental unit in Vancouver · ★4.74 · 1 bedroom · 1 bed · 1 bath,386761,Ying Ying,,Downtown,49.27591,-123.12359,entire home/apt,139.0,30,23,2023-11-12,0.15,1,85,4,,4.74
77157,Guest suite in Vancouver · ★4.82 · 1 bedroom · 3 beds · 1 bath,412802,Anne,,Arbutus Ridge,49.2452,-123.16544,entire home/apt,125.0,2,771,2023-11-24,4.97,2,290,55,22-156332,4.82
98830,Rental unit in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,520997,Cristina,,Downtown,49.27936,-123.12443,entire home/apt,,28,271,2023-10-29,1.77,1,0,3,18-550967,4.88
125176,Home in Vancouver · ★4.67 · 1 bedroom · 2 beds · 1 private bath,622926,Mark,,Riley Park,49.24615,-123.09462,private room,90.0,3,662,2023-12-04,4.39,1,7,64,23-157050,4.67
134688,Home in Vancouver · ★4.60 · 2 bedrooms · 1 bed · 1 shared bath,653436,Pirike,,Renfrew-Collingwood,49.24356,-123.04757,private room,90.0,30,44,2023-08-02,0.29,5,269,2,,4.6
140698,Home in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 private bath,69640,Stephen,,Mount Pleasant,49.26262921288303,-123.1044384134911,private room,125.0,5,164,2023-11-28,1.08,1,0,18,,4.86
172827,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 2 baths,19982,Fernande,,Downtown,49.28034,-123.12648,entire home/apt,,10,7,2019-12-28,0.11,1,0,0,18 549804 SA,4.86
182451,Guest suite in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,874660,Penny,,Kitsilano,49.25808,-123.16824,entire home/apt,131.0,30,58,2023-12-01,0.39,1,129,1,18-610-361,4.88
196722,Townhouse in Vancouver · ★4.38 · 3 bedrooms · 4 beds · 3.5 baths,958297,Elana & Gary,,Grandview-Woodland,49.2634,-123.0712,entire home/apt,,7,13,2019-08-17,0.11,1,0,0,18-549903,4.38
219261,Rental unit in Vancouver · ★4.60 · 2 bedrooms · 2 beds · 1 bath,1135259,Rami,,Kitsilano,49.2719,-123.15043,entire home/apt,123.0,30,256,2023-10-31,2.89,3,314,25,21-157255,4.6
248014,Home in Vancouver · 2 bedrooms · 2 beds · 1 bath,1299977,Gabriella,,Grandview-Woodland,49.29103,-123.05782,entire home/apt,100.0,30,1,2014-09-04,0.01,1,218,0,,4.799709437963944
254657,Loft in Vancouver · ★4.93 · 1 bedroom · 1 bed · 1 bath,241920,Scott,,Downtown Eastside,49.28375,-123.10383,entire home/apt,298.0,3,95,2023-10-16,0.76,1,34,12,22-156187,4.93
256178,Home in Vancouver · ★5.0 · 2 bedrooms · 4 beds · 1 bath,1267409,Julia,,Kitsilano,49.26293,-123.17143,entire home/apt,145.0,30,24,2023-05-30,0.18,2,0,1,21-156342,5.0
257163,Rental unit in Vancouver · ★4.88 · 1 bedroom · 2 beds · 1.5 baths,70797,Adrianna,,Kensington-Cedar Cottage,49.23841,-123.0651,private room,65.0,14,42,2021-10-20,0.29,1,72,0,21-156290,4.88
311354,Home in Vancouver · ★4.0 · 3 bedrooms · 3 beds · 2 baths,58512,Q,,Grandview-Woodland,49.26328,-123.07086,entire home/apt,100.0,365,6,2019-12-21,0.08,5,89,0,18-475635,4.0
322824,Condo in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,1652613,Blake,,Downtown,49.27608,-123.12452,entire home/apt,145.0,30,156,2023-12-01,1.09,2,95,5,,4.89
323090,Rental unit in Vancouver · ★4.77 · 1 bedroom · 1 bed · 1 bath,1555022,Katya And Nick,,Downtown,49.28244,-123.12293,entire home/apt,168.0,30,72,2023-09-01,0.51,2,0,2,,4.77
359942,Rental unit in Vancouver · ★4.86 · 2 bedrooms · 1 bed · 1 shared bath,1200456,Nala,,Downtown,49.27634,-123.11825,private room,255.0,30,46,2022-09-11,0.32,5,364,0,18607863 AM,4.86
377706,Condo in Vancouver · ★4.69 · 1 bedroom · 1 bed · 1 private bath,1898008,Tina,,Grandview-Woodland,49.27799,-123.07101,private room,,30,58,2022-10-11,0.42,1,0,0,,4.69
415700,Home in Vancouver · ★4.75 · 1 bedroom · 1 bed · 1 private bath,83871,Adam,,Renfrew-Collingwood,49.2332,-123.0551,private room,71.0,30,259,2023-11-05,1.82,4,132,23,23-156649,4.75
436032,Loft in Vancouver · ★4.83 · 2 bedrooms · 2 beds · 1 bath,2165986,Kristy,,Downtown Eastside,49.28211,-123.10453,entire home/apt,285.0,3,154,2023-11-11,1.09,1,327,24,23-156407,4.83
448104,Condo in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,179396,Lili,,Downtown,49.28063,-123.12502,entire home/apt,158.0,30,269,2023-06-02,1.91,2,91,4,23-104241,4.88
461370,Home in Vancouver · ★4.67 · 1 bedroom · 1 bed · 1 private bath,1200456,Nala,,Killarney,49.22834,-123.03047,private room,153.0,2,51,2023-09-04,0.37,5,365,4,23-119829,4.67
461386,Home in Vancouver · ★4.45 · 1 bedroom · 1 bed · 1 private bath,1200456,Nala,,Killarney,49.23034,-123.02971,private room,153.0,2,44,2023-09-25,0.31,5,363,4,23-119829,4.45
464172,Home in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 1 bath,2189535,Martine,,Hastings-Sunrise,49.284812927246094,-123.05479431152344,entire home/apt,108.0,1,14,2023-12-11,0.11,1,154,9,23-157520,4.86
475296,Loft in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,2356016,Jocelyn,,Downtown Eastside,49.28241,-123.10381,entire home/apt,1000.0,2,226,2023-11-05,1.79,1,0,32,23-156695,4.85
496298,Rental unit in Vancouver · ★4.92 · 1 bedroom · 3 beds · 1 bath,2451689,Marlin,,Downtown,49.28062,-123.11815,entire home/apt,127.0,31,165,2023-11-25,1.18,1,129,7,,4.92
498112,Home in Vancouver · ★4.71 · 4 bedrooms · 4 beds · 2 baths,2459577,Allison,,Kensington-Cedar Cottage,49.25099,-123.07457,entire home/apt,475.0,5,36,2023-07-29,0.26,2,91,1,23-156712,4.71
507767,Serviced apartment in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.27741,-123.12292,entire home/apt,260.0,30,4,2023-07-31,0.03,41,316,1,,5.0
540348,Home in Vancouver · ★4.92 · 3 bedrooms · 3 beds · 1 bath,2655554,Kristen,,Kensington-Cedar Cottage,49.25759,-123.06393,entire home/apt,486.0,1,92,2023-09-13,0.73,1,347,31,23-156786,4.92
557357,Home in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,525761,Diane,,Grandview-Woodland,49.27917,-123.06246,entire home/apt,90.0,30,194,2022-10-31,1.4,1,86,0,19-114782,4.89
622217,Condo in Vancouver · ★4.97 · 3 bedrooms · 3 beds · 2 baths,3084195,Arash,,Downtown,49.27999,-123.1075,entire home/apt,575.0,2,61,2023-10-11,0.48,2,355,6,23-156527,4.97
625396,Home in Vancouver · ★4.77 · 1 bedroom · 2 beds · 1 bath,3102862,The Vancouver Connection!,,Kitsilano,49.270655316242745,-123.18291314738148,entire home/apt,310.0,2,190,2023-11-25,1.37,1,108,21,23-158379,4.77
648026,Guest suite in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,893727,Peter & Robin,,Grandview-Woodland,49.26775,-123.06862,entire home/apt,88.0,30,66,2023-08-05,0.48,1,49,2,20-154141,4.88
654744,Rental unit in Vancouver · ★4.74 · 2 bedrooms · 3 beds · 2 baths,2796859,James,,West End,49.29178,-123.14175,entire home/apt,150.0,30,75,2023-10-29,0.59,1,166,6,19-104667,4.74
654763,Guest suite in Vancouver · ★4.73 · 1 bedroom · 1 bed · 1 bath,2459577,Allison,,Kensington-Cedar Cottage,49.2506,-123.07175,entire home/apt,52.0,30,22,2023-05-14,0.17,2,1,2,,4.73
659986,Home in Vancouver · ★4.33 · 1 bedroom · 1 bed · 1 private bath,84820,Chris,,South Cambie,49.24413,-123.11955,private room,100.0,31,27,2018-05-06,0.2,1,0,0,86-13134,4.33
703179,Condo in Vancouver · ★4.80 · 1 bedroom · 1 bed · 1 bath,3246254,Izabela,,Downtown,49.27945,-123.10875,entire home/apt,,3,181,2023-10-26,1.36,1,0,8,23-156717,4.8
713271,Rental unit in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,3671073,Susan,,West End,49.28104,-123.13621,entire home/apt,135.0,30,94,2023-11-06,0.74,1,234,6,,4.78
731219,Guesthouse in Vancouver · ★4.92 · 1 bedroom · 2 beds · 1 bath,3804851,Fran & Julian,,Kitsilano,49.26026,-123.18195,entire home/apt,155.0,31,13,2022-10-11,0.1,1,36,0,,4.92
755558,Guest suite in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 1 bath,3976484,Lori,,Kitsilano,49.25996,-123.16653,entire home/apt,,2,78,2021-01-23,0.62,1,0,0,21-157483,4.86
763445,Guest suite in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,169365,Peter,,Renfrew-Collingwood,49.24438,-123.04453,entire home/apt,,3,237,2023-11-29,1.78,1,0,38,23-156422,4.78
771366,Serviced apartment in Vancouver · ★5.0 · Studio · 1 bed · 1 bath,2502595,Level Hotels And Furnished Suites,,Downtown,49.278350830078125,-123.1224136352539,entire home/apt,240.0,30,10,2023-09-04,0.08,41,341,4,,5.0
771380,Serviced apartment in Vancouver · ★4.73 · 2 bedrooms · 3 beds · 2 baths,2502595,Level Hotels And Furnished Suites,,Downtown,49.278350830078125,-123.1224136352539,entire home/apt,385.0,30,11,2023-09-02,0.08,41,365,2,,4.73
784153,Guest suite in Vancouver · ★4.78 · 1 bedroom · 1 bed · 1 bath,3211112,Rasha,,Kitsilano,49.26186,-123.17438,entire home/apt,83.0,31,62,2023-11-18,0.47,3,270,7,.,4.78
785297,Guest suite in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 private bath,3211112,Rasha,,Kitsilano,49.26355,-123.17326,private room,92.0,14,84,2023-11-02,0.62,3,224,7,23-156379,4.86
785752,Guest suite in Vancouver · ★5.0 · 2 bedrooms · 3 beds · 2 baths,3211112,Rasha,,Kitsilano,49.26213,-123.17482,entire home/apt,125.0,31,3,2016-09-17,0.02,3,211,0,Long Term Rental Only,5.0
796603,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 shared bath,4196444,Milorad,,West End,49.28087,-123.13525,Shared room,30.0,30,0,,,1,0,0,,4.799709437963944
801222,Rental unit in Vancouver · ★4.59 · 1 bedroom · 1 bed · 1 bath,4217281,Jennifer,,Fairview,49.25804,-123.12119,entire home/apt,95.0,30,23,2021-10-26,0.18,3,361,0,,4.59
824612,Guest suite in Vancouver · ★4.61 · 1 bedroom · 1 bed · 1 bath,4326869,Marketa,,Hastings-Sunrise,49.28618,-123.05403,entire home/apt,84.0,31,74,2023-12-11,0.56,1,144,5,,4.61
875309,Home in Vancouver · ★4.74 · 2 bedrooms · 2 beds · 1.5 baths,4621004,Judy,,Kitsilano,49.27073,-123.16325,entire home/apt,,7,35,2023-08-27,0.27,1,0,1,23-156622,4.74
885600,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,4693732,David & Patti,,Dunbar Southlands,49.24803,-123.18517,entire home/apt,140.0,3,275,2023-11-25,2.09,1,180,36,23-156307,4.92
961006,Guest suite in Vancouver · ★4.33 · 2 bedrooms · 2 beds · 1 bath,5233549,Joyce,,Riley Park,49.23569,-123.10987,entire home/apt,,1,6,2017-07-21,0.05,4,0,0,20-185023,4.33
961831,Home in Vancouver · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,3751879,Jayden,,Kitsilano,49.26648,-123.15939,private room,99.0,4,42,2023-09-24,1.2,2,85,6,22-156862,5.0
980511,Rental unit in Vancouver · ★4.73 · Studio · 1 bed · 1 bath,600607,Martello,,Downtown,49.27489,-123.12654,entire home/apt,,30,11,2023-07-26,0.11,33,0,2,,4.73
995174,Rental unit in Vancouver · ★4.60 · 2 bedrooms · 2 beds · 2 baths,600607,Martello,,West End,49.28837,-123.12766,entire home/apt,,30,15,2023-02-13,0.12,33,0,2,,4.6
1012385,Home in Vancouver · ★4.79 · 1 bedroom · 1 bed · 1.5 baths,5569906,Mark Anthony,,Mount Pleasant,49.25674175777474,-123.08739684561344,entire home/apt,84.0,2,364,2023-11-27,2.82,1,145,46,23-156575,4.79
1015935,Guesthouse in Vancouver · ★4.80 · Studio · 1 bed · 1 bath,56709,Samantha Jo,,Downtown Eastside,49.2804,-123.08908,entire home/apt,125.0,30,217,2023-10-13,1.7,3,112,3,19-162091,4.8
1021607,Condo in Vancouver · ★4.85 · Studio · 2 beds · 1 bath,5623565,Hajime,,Downtown,49.27747,-123.12098,entire home/apt,70.0,30,110,2023-10-01,0.85,1,49,7,,4.85
1032892,Home in Vancouver · ★4.85 · 1 bedroom · 1 bed · 1 private bath,2378744,Lori,,Grandview-Woodland,49.27241,-123.06332,private room,125.0,2,131,2023-11-20,1.02,1,155,36,23-156419,4.85
1061895,Condo in Vancouver · ★4.73 · 1 bedroom · 1 bed · 1.5 baths,5845838,Jenny,,Renfrew-Collingwood,49.24166,-123.0407,private room,86.0,2,86,2023-10-29,0.93,1,12,14,23-158144,4.73
1092176,Rental unit in Vancouver · ★4.60 · 1 bedroom · 2 beds · 1 bath,3322593,Ricardo,,West End,49.2843,-123.13119,entire home/apt,200.0,3,55,2023-09-16,0.43,2,32,1,23-157217,4.6
1109821,Rental unit in Vancouver · ★4.45 · 1 bedroom · 1 bed · 1 bath,600607,Martello,,West End,49.29258,-123.13446,entire home/apt,,365,11,2019-03-23,0.09,33,0,0,,4.45
1113551,Home in Vancouver · ★4.85 · 4 bedrooms · 6 beds · 2 baths,5231060,Liz,,Kitsilano,49.26110076904297,-123.1595458984375,entire home/apt,780.0,7,48,2023-08-05,0.38,1,110,6,23-156690,4.85
1118858,Home in Vancouver · ★4.55 · 1 bedroom · 1 bed · 1 private bath,70137,Kai,,West End,49.28239,-123.13021,private room,75.0,30,61,2022-12-30,0.48,4,360,1,18-573700,4.55
1141457,Guest suite in Vancouver · ★4.73 · 2 bedrooms · 2 beds · 1 bath,6067405,Paige And Grant,,Downtown Eastside,49.27925,-123.08814,entire home/apt,103.0,3,330,2023-11-26,2.56,1,200,31,23-156738,4.73
1178149,Guest suite in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 bath,6165412,Sylvia,,Hastings-Sunrise,49.26957,-123.04828,entire home/apt,114.0,3,83,2023-12-01,1.26,1,172,22,23-156432,4.92
1187929,Home in Vancouver · ★4.85 · 2 bedrooms · 2 beds · 2 baths,6495937,Janet,,Kensington-Cedar Cottage,49.24965,-123.07027,entire home/apt,199.0,5,122,2023-09-04,0.96,1,45,14,23-158451,4.85
1191143,Home in Vancouver · ★4.75 · 3 bedrooms · 3 beds · 1.5 baths,598979,Mary,,Kitsilano,49.26716,-123.17653,entire home/apt,300.0,6,16,2023-04-16,0.14,2,102,1,23-158044,4.75
1214617,Guest suite in Vancouver · ★4.87 · 2 bedrooms · 2 beds · 1 bath,6630357,Divina And Viv,,Grandview-Woodland,49.26731,-123.06909,entire home/apt,179.0,3,246,2023-10-25,1.94,1,114,23,23-156478,4.87
1223989,Condo in Vancouver · ★4.85 · Studio · 1 bed · 1 bath,6677154,Amanda,,Downtown,49.27843,-123.12901,entire home/apt,,90,99,2021-01-31,0.78,1,0,0,,4.85
1229506,Home in Vancouver · ★4.92 · 3 bedrooms · 3 beds · 2.5 baths,1742728,Karen,,Grandview-Woodland,49.26596,-123.06844,entire home/apt,520.0,3,14,2023-08-07,0.11,1,337,3,23-158203,4.92
1273760,Boutique hotel in Vancouver · ★4.86 · 1 bedroom · 2 beds · 1 private bath,6033,Cam,,Downtown,49.28478,-123.1192,private room,183.0,2,583,2023-11-27,4.59,2,301,64,,4.86
1291394,Guest suite in Vancouver · ★4.88 · 3 bedrooms · 4 beds · 2 baths,7021457,Leila,,Kitsilano,49.26889,-123.18543,entire home/apt,150.0,30,43,2023-08-31,0.34,2,225,4,22-174488,4.88
1309315,Home in Vancouver · ★4.29 · 4 bedrooms · 4 beds · 3 baths,7116781,Hugh & Caryn,,Mount Pleasant,49.26719,-123.10982,entire home/apt,,5,7,2022-08-29,0.06,1,0,0,22-233957,4.29
1316477,Rental unit in Vancouver · ★4.86 · 1 bedroom · 1 bed · 1 bath,600607,Martello,,Downtown,49.27859,-123.11993,entire home/apt,,90,7,2020-09-30,0.07,33,0,0,,4.86
1343411,Condo in Vancouver · ★4.70 · 1 bedroom · 1 bed · 1 bath,6904778,Mari,,Downtown Eastside,49.27627,-123.10013,entire home/apt,,1,54,2020-11-22,0.54,1,0,0,18-615245,4.7
1343519,Home in Vancouver · ★4.48 · 1 bedroom · 1 bed · 1 private bath,70137,Kai,,West End,49.28247,-123.13068,private room,75.0,30,71,2023-11-02,0.61,4,365,3,18-573700,4.48
1360765,Rental unit in Vancouver · ★4.76 · 1 bedroom · 1 bed · 1 bath,7338933,Sadiq,,Downtown,49.284,-123.11432,entire home/apt,110.0,30,122,2023-10-31,0.96,3,275,7,,4.76
1365609,Rental unit in Vancouver · ★4.89 · 1 bedroom · 1 bed · 1 bath,7336501,Maha,,West End,49.27932,-123.12911,entire home/apt,123.0,4,187,2023-12-05,1.48,1,57,38,23-156274,4.89
1393599,Condo in Vancouver · 2 bedrooms · 2 beds · 2 baths,2118525,Slavica,,Downtown,49.27393,-123.10069,entire home/apt,250.0,30,1,2022-12-10,0.08,1,180,0,,4.799709437963944
1399744,Rental unit in Vancouver · ★4.77 · 2 bedrooms · 4 beds · 2 baths,7560143,Sandy,,Mount Pleasant,49.26964,-123.11064,entire home/apt,450.0,30,13,2023-05-17,0.11,1,182,1,,4.77
1502887,Rental unit in Vancouver · ★4.80 · 2 bedrooms · 2 beds · 2 baths,600607,Martello,,Downtown,49.29014,-123.12716,entire home/apt,,180,5,2018-12-01,0.04,33,0,0,,4.8
1507975,Home in Vancouver · ★4.72 · 1 bedroom · 1 bed · 1 private bath,51695,Natasha & Paolo,,Riley Park,49.24882,-123.09121,private room,81.0,3,342,2023-10-09,2.72,1,0,33,23-156566,4.72
1525113,Rental unit in Vancouver · ★4.50 · Studio · 1 bed · 1 bath,600607,Martello,,West End,49.29101,-123.14085,entire home/apt,70.0,30,18,2023-09-12,0.15,33,42,5,,4.5
1610084,Guesthouse in Vancouver · ★4.88 · Studio · 2 beds · 1 bath,8556789,Lana,,Kensington-Cedar Cottage,49.259355585297335,-123.06131358343916,entire home/apt,183.0,2,189,2023-11-26,1.51,1,311,28,24-157920,4.88
1623556,Home in Vancouver · ★4.66 · 2 bedrooms · 2 beds · 1 bath,8633501,Robin,,Riley Park,49.25259,-123.09292,entire home/apt,110.0,3,338,2023-11-28,2.71,1,148,40,23-156561,4.66
1629480,Guest suite in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 bath,8660533,Tracy And Richard,,Riley Park,49.25225,-123.10756,entire home/apt,80.0,30,143,2023-12-03,1.23,1,118,5,,4.82
1657214,Loft in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,8784861,Dianna,,Downtown Eastside,49.28167,-123.10984,entire home/apt,250.0,30,6,2023-10-01,0.05,1,166,1,,5.0
1703616,Rental unit in Vancouver · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,8993938,James And Jewel,,Kitsilano,49.26548,-123.14579,entire home/apt,130.0,30,3,2023-05-28,0.15,1,365,2,,4.33
1717967,Rental unit in Vancouver · ★4.92 · 2 bedrooms · 2 beds · 1 bath,9057463,Mary,,Riley Park,49.24778,-123.09867,entire home/apt,150.0,2,357,2023-12-03,2.92,1,166,36,23-156482,4.92
1733307,Condo in Vancouver · ★4.85 · 1 bedroom · 3 beds · 1 bath,9131888,Cindy,,Downtown,49.27781,-123.10637,entire home/apt,199.0,1,152,2023-11-25,5.5,1,9,69,23-157545,4.85
1768817,Guest suite in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,9041076,Lynn,,Riley Park,49.24489,-123.10302,entire home/apt,95.0,30,72,2023-11-02,0.6,1,318,3,24-151825,4.9
1820919,Townhouse in Vancouver · ★4.94 · 3 bedrooms · 3 beds · 2.5 baths,7281178,Jodi,,Mount Pleasant,49.2585,-123.11479,entire home/apt,395.0,2,88,2023-10-23,1.22,1,9,30,18-632419,4.94
1830733,Guest suite in Vancouver · ★4.90 · 1 bedroom · 1 bed · 1 bath,9575419,Elana & Claudio,,Downtown Eastside,49.27866,-123.08627,entire home/apt,150.0,2,269,2023-11-26,2.2,4,165,14,23-156672,4.9
1850984,Rental unit in Vancouver · ★4.81 · 2 bedrooms · 2 beds · 1 bath,1007186,Bryn,,Strathcona,49.26772,-123.0975,entire home/apt,,4,36,2023-07-23,0.3,1,0,5,20-197406,4.81
1869071,Rental unit in Vancouver · ★4.0 · 1 bedroom · 1 bed · 1 bath,600607,Martello,,Downtown,49.28216,-123.12438,entire home/apt,83.0,30,5,2023-11-16,0.05,33,0,1,,4.0
1898584,Condo in Vancouver · ★4.76 · Studio · 1 bed · 1 bath,9862171,John,,Downtown,49.27915,-123.10642,entire home/apt,82.0,90,37,2023-08-28,0.3,1,75,1,,4.76
1932171,Home in Vancouver · ★4.64 · 1 bedroom · 1 bed · 1 bath,5026894,Lois,,Grandview-Woodland,49.26861,-123.06666,entire home/apt,,31,11,2018-08-28,0.12,1,0,0,,4.64
1936740,Rental unit in Vancouver · 1 bedroom · 1 bed · 1 bath,5510458,Alison,,Shaughnessy,49.25646,-123.14563,entire home/apt,100.0,30,0,,,1,364,0,,4.799709437963944
1962072,Townhouse in Vancouver · 2 bedrooms · 2.5 baths,3580181,Adele,,Mount Pleasant,49.26,-123.10807,entire home/apt,200.0,31,1,2015-12-26,0.01,1,144,0,18-607729-00-SA,4.799709437963944
1995592,Home in Vancouver · ★4.62 · 2 bedrooms · 4 beds · 1 private bath,10285482,Allan And Ellen,,Kitsilano,49.263252,-123.164825,private room,110.0,2,346,2023-11-20,2.84,1,78,32,22-155953,4.62
2003897,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,10317553,Rita,,Fairview,49.26263,-123.11627,entire home/apt,130.0,120,2,2014-02-03,0.02,1,72,0,,4.799709437963944
2011559,Home in Vancouver · ★4.91 · 4 bedrooms · 4 beds · 3 baths,9372276,Rica,,Kitsilano,49.26057,-123.15881,entire home/apt,594.0,5,43,2023-08-25,0.47,1,49,5,22-157347,4.91
2033952,Rental unit in Vancouver · ★4.67 · 1 bedroom · 1 bed · 1 bath,557301,Tyler,,Kitsilano,49.26715,-123.15325,entire home/apt,,2,6,2020-09-09,0.12,1,0,0,20162988,4.67
